,name,max_score,dx,dy,dz,atlas_rig_dist_man,atlas_rig_dist_det,atlas_rig_score,atlas_aff_dist_man,atlas_aff_dist_det,atlas_aff_score,atlas_det_dist_man,atlas_det_dist_det,atlas_det_score
0,10N_L,4.044719051379477,594.75,594.75,600.0,318.1994671505307,715.725257687198,0.0,183.51695021886454,862.0304986366174,0.0,318.1994671505307,715.725257687198,0.0
1,10N_R,3.9972564534271924,594.75,594.75,600.0,270.2426382976711,730.8346285954924,0.0,221.01375596348404,378.83823755296476,0.0,270.2426382976711,730.8346285954924,0.0
2,12N,3.016444569041762,663.0,663.0,600.0,283.65356488257174,317.4361922840702,-1.2030192621783082,206.23030040493032,600.5061119295488,0.0,283.65356488257174,317.4361922840702,-1.2030192621783082
3,3N_L,3.5930632544992687,594.75,594.75,600.0,463.21233892680203,1095.1817077095618,0.0,533.6576804033848,1155.4568097375447,0.0,463.21233892680203,1095.1817077095618,0.0
4,3N_R,3.073020459894476,594.75,594.75,600.0,465.89875111216736,1078.7234700546064,0.0,562.065670773249,1146.3159129074468,0.0,465.89875111216736,1078.7234700546064,0.0
5,4N_L,4.629459352606019,594.75,594.75,600.0,478.0466790487796,1018.2381768443979,0.0,494.9141557117139,994.7213103193603,0.0,478.0466790487796,1018.2381768443979,0.0
6,4N_R,4.453532039995867,594.75,594.75,600.0,426.579773274749,1060.2671921793783,0.0,477.92624362108313,1090.8637676984472,0.0,426.579773274749,1060.2671921793783,0.0
7,5N_L,3.321138131282435,594.75,594.75,600.0,182.93780062538602,78.29393987409907,1.3471106377293984,225.53636558000588,233.9707602514944,0.19913205760375066,182.93780062538602,78.29393987409907,1.3471106377293984
8,5N_R,2.902153041353653,594.75,594.75,600.0,352.95902518568585,174.77564494841047,1.5835689695046664,524.2976943515416,271.2390105471113,-0.21036012652668468,352.95902518568585,174.77564494841047,1.5835689695046664
9,6N_L,4.519582936375161,594.75,594.75,600.0,739.3631249265143,691.8326449783182,0.0,697.9334380093932,656.5507318501218,0.0,739.3631249265143,691.8326449783182,0.0
10,6N_R,4.724561199267757,594.75,594.75,600.0,710.8760864516931,837.5014860692605,0.0,699.3252950398919,828.5854021559821,0.0,710.8760864516931,837.5014860692605,0.0
